time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,0,0,0,0
30.0,5,1,0,0
35.0,24,2,0,0
40.0,44,9,0,0
45.0,65,17,0,0
50.0,91,32,1,1
55.0,109,51,0,0
60.0,126,76,1,1
65.0,145,100,1,1
70.0,157,121,0,0
75.0,167,139,1,1
80.0,161,134,0,1
85.0,156,126,0,1
90.0,151,122,1,1
95.0,141,116,0,1
100.0,131,109,1,1
105.0,124,104,1,1
110.0,115,98,0,0
115.0,109,93,0,1
120.0,104,89,0,1
125.0,97,81,0,1
130.0,93,76,1,0
135.0,89,71,1,1
140.0,84,66,1,1
145.0,76,60,0,1
150.0,70,53,0,1
155.0,68,48,1,1
160.0,60,43,1,1
165.0,55,39,1,0
170.0,49,32,1,1
175.0,45,29,0,0
180.0,48,21,0,1
185.0,58,23,1,1
190.0,71,33,1,1
195.0,89,54,0,1
200.0,106,79,1,0
205.0,123,100,0,0
210.0,139,115,1,1
215.0,153,133,0,1
220.0,169,148,0,0
225.0,173,153,1,0
230.0,175,151,0,0
235.0,170,148,1,1
240.0,161,143,1,1
245.0,155,136,0,0
250.0,150,131,0,1
255.0,140,125,0,0
260.0,137,119,0,1
265.0,130,113,1,1
270.0,125,105,0,1
275.0,118,100,0,1
280.0,114,95,1,1
285.0,109,89,0,1
290.0,102,83,1,1
295.0,96,77,0,0
